platform,mode,payload_size_kb,concurrency_level,run_id,total_requests,total_time_s,throughput_req_per_sec
m1_dockerdesktop,process,100,10,7,1000,0.74782,1337.219516
m1_dockerdesktop,process,100,10,8,1000,0.745105,1342.093401
m1_dockerdesktop,process,100,10,9,1000,0.751808,1330.126399
m1_dockerdesktop,process,100,10,10,1000,0.744715,1342.794966
m1_dockerdesktop,process,100,50,1,1000,0.696395,1435.96657
m1_dockerdesktop,process,100,50,2,1000,0.690171,1448.916896
m1_dockerdesktop,process,100,50,3,1000,0.689687,1449.934048
m1_dockerdesktop,process,100,50,4,1000,0.68775,1454.017603
m1_dockerdesktop,process,100,50,5,1000,0.687874,1453.754523
m1_dockerdesktop,process,100,50,6,1000,0.69354,1441.878941
m1_dockerdesktop,process,100,50,7,1000,0.683744,1462.535953
m1_dockerdesktop,process,100,50,8,1000,0.683007,1464.113124
m1_dockerdesktop,process,100,50,9,1000,0.686023,1457.677251
m1_dockerdesktop,process,100,50,10,1000,0.690898,1447.390694
m1_dockerdesktop,process,100,100,1,1000,0.67699,1477.126693
m1_dockerdesktop,process,100,100,2,1000,0.68651,1456.643551
m1_dockerdesktop,process,100,100,3,1000,0.689036,1451.30342
m1_dockerdesktop,process,100,100,4,1000,0.693193,1442.600113
m1_dockerdesktop,process,100,100,5,1000,0.686352,1456.979052
m1_dockerdesktop,process,100,100,6,1000,0.680369,1469.789848
m1_dockerdesktop,process,100,100,7,1000,0.687542,1454.456514
m1_dockerdesktop,process,100,100,8,1000,0.678259,1474.363945
m1_dockerdesktop,process,100,100,9,1000,0.685789,1458.173834
m1_dockerdesktop,process,100,100,10,1000,0.683643,1462.750688
m1_dockerdesktop,process,1024,10,1,1000,1.51977,657.994229
m1_dockerdesktop,process,1024,10,2,1000,1.563277,639.681831
m1_dockerdesktop,process,1024,10,3,1000,1.524463,655.968674
m1_dockerdesktop,process,1024,10,4,1000,1.519966,657.909453
m1_dockerdesktop,process,1024,10,5,1000,1.635034,611.607921
m1_dockerdesktop,process,1024,10,6,1000,1.506179,663.931656
m1_dockerdesktop,process,1024,10,7,1000,1.525124,655.684551
m1_dockerdesktop,process,1024,10,8,1000,1.517714,658.885847
m1_dockerdesktop,process,1024,10,9,1000,1.558072,641.818829
m1_dockerdesktop,process,1024,10,10,1000,1.54978,645.252736
m1_dockerdesktop,process,1024,50,1,1000,1.247751,801.44182
m1_dockerdesktop,process,1024,50,2,1000,1.270154,787.306029
m1_dockerdesktop,process,1024,50,3,1000,1.315163,760.362192
m1_dockerdesktop,process,1024,50,4,1000,1.263763,791.287737
m1_dockerdesktop,process,1024,50,5,1000,1.233078,810.978651
m1_dockerdesktop,process,1024,50,6,1000,1.276381,783.464921
m1_dockerdesktop,process,1024,50,7,1000,1.276257,783.541246
m1_dockerdesktop,process,1024,50,8,1000,1.278023,782.458582
m1_dockerdesktop,process,1024,50,9,1000,1.265691,790.082308
m1_dockerdesktop,process,1024,50,10,1000,1.278763,782.005582
m1_dockerdesktop,process,1024,100,1,1000,1.23358,810.648544
m1_dockerdesktop,process,1024,100,2,1000,1.213403,824.128675
m1_dockerdesktop,process,1024,100,3,1000,1.268826,788.130181
m1_dockerdesktop,process,1024,100,4,1000,1.243642,804.089761
m1_dockerdesktop,process,1024,100,5,1000,1.255649,796.400667
m1_dockerdesktop,process,1024,100,6,1000,1.247775,801.426566
m1_dockerdesktop,process,1024,100,7,1000,1.237469,808.10097
m1_dockerdesktop,process,1024,100,8,1000,1.240954,805.831507
m1_dockerdesktop,process,1024,100,9,1000,1.265071,790.46978
m1_dockerdesktop,process,1024,100,10,1000,1.236492,808.739536
m1_dockerdesktop,container,1,10,1,1000,0.926765,1079.022093
m1_dockerdesktop,container,1,10,2,1000,0.889605,1124.094297
m1_dockerdesktop,container,1,10,3,1000,0.913516,1094.672176
m1_dockerdesktop,container,1,10,4,1000,0.847553,1179.86658
m1_dockerdesktop,container,1,10,5,1000,0.845965,1182.082001
m1_dockerdesktop,container,1,10,6,1000,0.860144,1162.596537
m1_dockerdesktop,container,1,10,7,1000,0.850016,1176.448789
m1_dockerdesktop,container,1,10,8,1000,0.821159,1217.791137
m1_dockerdesktop,container,1,10,9,1000,0.816157,1225.254079
m1_dockerdesktop,container,1,10,10,1000,0.885889,1128.809751
m1_dockerdesktop,container,1,50,1,1000,0.831023,1203.336611
m1_dockerdesktop,container,1,50,2,1000,0.77571,1289.141075
m1_dockerdesktop,container,1,50,3,1000,0.754069,1326.139175
m1_dockerdesktop,container,1,50,4,1000,0.803092,1245.187157
m1_dockerdesktop,container,1,50,5,1000,0.758034,1319.201752
m1_dockerdesktop,container,1,50,6,1000,0.795656,1256.824888
m1_dockerdesktop,container,1,50,7,1000,0.758843,1317.795427
m1_dockerdesktop,container,1,50,8,1000,0.808138,1237.412358
m1_dockerdesktop,container,1,50,9,1000,0.784313,1275.001044
m1_dockerdesktop,container,1,50,10,1000,0.806292,1240.245085
m1_dockerdesktop,container,1,100,1,1000,0.76423,1308.505817
m1_dockerdesktop,container,1,100,2,1000,0.755152,1324.236782
m1_dockerdesktop,container,1,100,3,1000,0.812822,1230.281409
m1_dockerdesktop,container,1,100,4,1000,0.890188,1123.358159
m1_dockerdesktop,container,1,100,5,1000,0.77608,1288.526126
m1_dockerdesktop,container,1,100,6,1000,0.895994,1116.078539
m1_dockerdesktop,container,1,100,7,1000,0.829679,1205.285418
m1_dockerdesktop,container,1,100,8,1000,0.808668,1236.601232
m1_dockerdesktop,container,1,100,9,1000,0.798541,1252.283526
m1_dockerdesktop,container,1,100,10,1000,0.85271,1172.731872
m1_dockerdesktop,container,10,10,1,1000,0.8841,1131.093928
m1_dockerdesktop,container,10,10,2,1000,0.889904,1123.716505
m1_dockerdesktop,container,10,10,3,1000,0.946202,1056.857247
m1_dockerdesktop,container,10,10,4,1000,1.011191,988.932486
m1_dockerdesktop,container,10,10,5,1000,1.034511,966.640239
m1_dockerdesktop,container,10,10,6,1000,0.840817,1189.318846
m1_dockerdesktop,container,10,10,7,1000,0.946449,1056.580922
m1_dockerdesktop,container,10,10,8,1000,1.236989,808.414518
m1_dockerdesktop,container,10,10,9,1000,0.988651,1011.479705
m1_dockerdesktop,container,10,10,10,1000,1.088115,919.020684
m1_dockerdesktop,container,10,50,1,1000,0.976335,1024.238125
m1_dockerdesktop,container,10,50,2,1000,1.097471,911.186016
m1_dockerdesktop,container,10,50,3,1000,0.903382,1106.951076
m1_dockerdesktop,container,10,50,4,1000,0.845093,1183.302011
m1_dockerdesktop,container,10,50,5,1000,0.874081,1144.058513
m1_dockerdesktop,container,10,50,6,1000,0.794928,1257.976092
m1_dockerdesktop,container,10,50,7,1000,0.838773,1192.217325
m1_dockerdesktop,container,10,50,8,1000,1.26983,787.507067
m1_dockerdesktop,container,10,50,9,1000,1.084983,921.67325
m1_dockerdesktop,container,10,50,10,1000,0.895268,1116.983809
m1_dockerdesktop,container,10,100,1,1000,0.815031,1226.947822
m1_dockerdesktop,container,10,100,2,1000,0.982335,1017.98262
m1_dockerdesktop,container,10,100,3,1000,1.299876,769.304051
m1_dockerdesktop,container,10,100,4,1000,0.850629,1175.600182
m1_dockerdesktop,container,10,100,5,1000,0.854037,1170.909571
m1_dockerdesktop,container,10,100,6,1000,0.904729,1105.303864
m1_dockerdesktop,container,10,100,7,1000,0.866665,1153.848706
m1_dockerdesktop,container,10,100,8,1000,0.834278,1198.641041
m1_dockerdesktop,container,10,100,9,1000,0.796017,1256.253853
m1_dockerdesktop,container,10,100,10,1000,0.828861,1206.474605
m1_dockerdesktop,container,100,10,1,1000,1.167109,856.817787
m1_dockerdesktop,container,100,10,2,1000,1.136785,879.673527
m1_dockerdesktop,container,100,10,3,1000,1.186171,843.048679
m1_dockerdesktop,container,100,10,4,1000,1.168021,856.149265
m1_dockerdesktop,container,100,10,5,1000,1.153266,867.102552
m1_dockerdesktop,container,100,10,6,1000,1.204923,829.928666
m1_dockerdesktop,container,100,10,7,1000,1.143644,874.397659
m1_dockerdesktop,container,100,10,8,1000,1.246193,802.444165
m1_dockerdesktop,container,100,10,9,1000,1.170335,854.456263
m1_dockerdesktop,container,100,10,10,1000,1.18009,847.393175
m1_dockerdesktop,container,100,50,1,1000,0.940382,1063.398017
m1_dockerdesktop,container,100,50,2,1000,1.050861,951.600375
m1_dockerdesktop,container,100,50,3,1000,0.961047,1040.531431
m1_dockerdesktop,container,100,50,4,1000,1.067173,937.055265
m1_dockerdesktop,container,100,50,5,1000,1.064309,939.5765
m1_dockerdesktop,container,100,50,6,1000,1.098295,910.502257
m1_dockerdesktop,container,100,50,7,1000,0.927064,1078.673889
m1_dockerdesktop,container,100,50,8,1000,0.970259,1030.652154
m1_dockerdesktop,container,100,50,9,1000,0.952342,1050.0429
m1_dockerdesktop,container,100,50,10,1000,0.948644,1054.136451
m1_dockerdesktop,container,100,100,1,1000,0.938555,1065.46785
m1_dockerdesktop,container,100,100,2,1000,1.01176,988.37669
m1_dockerdesktop,container,100,100,3,1000,0.932007,1072.953171
m1_dockerdesktop,container,100,100,4,1000,0.955741,1046.308754
m1_dockerdesktop,container,100,100,5,1000,0.916589,1091.001876
m1_dockerdesktop,container,100,100,6,1000,1.072094,932.753596
m1_dockerdesktop,container,100,100,7,1000,1.029347,971.48977
m1_dockerdesktop,container,100,100,8,1000,1.02861,972.185529
m1_dockerdesktop,container,100,100,9,1000,0.934631,1069.941449
m1_dockerdesktop,container,100,100,10,1000,0.850836,1175.314977
m1_dockerdesktop,container,1024,10,1,1000,4.120431,242.693031
m1_dockerdesktop,container,1024,10,2,1000,3.930698,254.40772
m1_dockerdesktop,container,1024,10,3,1000,3.708427,269.656131
m1_dockerdesktop,container,1024,10,4,1000,3.818564,261.878566
m1_dockerdesktop,container,1024,10,5,1000,3.883897,257.473374
m1_dockerdesktop,container,1024,10,6,1000,3.929157,254.507508
m1_dockerdesktop,container,1024,10,7,1000,4.469514,223.737968
m1_dockerdesktop,container,1024,10,8,1000,4.044568,247.245191
m1_dockerdesktop,container,1024,10,9,1000,4.310524,231.990363
m1_dockerdesktop,container,1024,10,10,1000,3.321627,301.057325
m1_dockerdesktop,container,1024,50,1,1000,5.94057,168.334014
m1_dockerdesktop,container,1024,50,2,1000,3.664375,272.897871
m1_dockerdesktop,container,1024,50,3,1000,3.931577,254.350876
m1_dockerdesktop,container,1024,50,4,1000,4.375226,228.559624
m1_dockerdesktop,container,1024,50,5,1000,4.824971,207.25513
m1_dockerdesktop,container,1024,50,6,1000,8.238723,121.378039
m1_dockerdesktop,container,1024,50,7,1000,5.396255,185.313717
m1_dockerdesktop,container,1024,50,8,1000,5.125855,195.089422
m1_dockerdesktop,container,1024,50,9,1000,3.596915,278.016025
m1_dockerdesktop,container,1024,50,10,1000,3.488898,286.623469
m1_dockerdesktop,container,1024,100,1,1000,2.826768,353.760939
m1_dockerdesktop,container,1024,100,2,1000,2.466846,405.375988
m1_dockerdesktop,container,1024,100,3,1000,3.173165,315.14273
m1_dockerdesktop,container,1024,100,4,1000,2.693736,371.23157
m1_dockerdesktop,container,1024,100,5,1000,2.540006,393.699812
m1_dockerdesktop,container,1024,100,6,1000,32.715263,30.566773
m1_dockerdesktop,container,1024,100,7,1000,33.818442,29.569665
m1_dockerdesktop,container,1024,100,8,1000,2.775145,360.341591
m1_dockerdesktop,container,1024,100,9,1000,3.410643,293.19986
m1_dockerdesktop,container,1024,100,10,1000,3.111078,321.432031
