platform,mode,payload_size_kb,concurrency_level,run_id,total_requests,total_time_s,throughput_req_per_sec
m1_dockerdesktop,process,10,50,1,1000,0.614518,1627.292295
m1_dockerdesktop,process,10,50,2,1000,0.615927,1623.568368
m1_dockerdesktop,process,10,50,3,1000,0.698766,1431.093219
m1_dockerdesktop,process,10,50,4,1000,0.777759,1285.746086
m1_dockerdesktop,process,10,50,5,1000,0.6103,1638.53753
m1_dockerdesktop,process,10,50,6,1000,0.639025,1564.883594
m1_dockerdesktop,process,10,50,7,1000,0.627139,1594.543897
m1_dockerdesktop,process,10,50,8,1000,0.648091,1542.994084
m1_dockerdesktop,process,10,50,9,1000,0.616179,1622.904045
m1_dockerdesktop,process,10,50,10,1000,0.606256,1649.468552
m1_dockerdesktop,process,10,100,1,1000,0.614086,1628.436188
m1_dockerdesktop,process,10,100,2,1000,0.703427,1421.612382
m1_dockerdesktop,process,10,100,3,1000,0.587919,1700.915548
m1_dockerdesktop,process,10,100,4,1000,0.624149,1602.180568
m1_dockerdesktop,process,10,100,5,1000,0.813896,1228.657578
m1_dockerdesktop,process,10,100,6,1000,0.62761,1593.347034
m1_dockerdesktop,process,10,100,7,1000,0.625755,1598.068574
m1_dockerdesktop,process,10,100,8,1000,0.601932,1661.318489
m1_dockerdesktop,process,10,100,9,1000,0.591845,1689.631336
m1_dockerdesktop,process,10,100,10,1000,0.603038,1658.269376
m1_dockerdesktop,process,100,10,1,1000,0.614595,1627.088969
m1_dockerdesktop,process,100,10,2,1000,0.6236,1603.591295
m1_dockerdesktop,process,100,10,3,1000,0.612231,1633.371745
m1_dockerdesktop,process,100,10,4,1000,0.606673,1648.334101
m1_dockerdesktop,process,100,10,5,1000,0.616913,1620.974765
m1_dockerdesktop,process,100,10,6,1000,0.631384,1583.821161
m1_dockerdesktop,process,100,10,7,1000,0.630343,1586.437231
m1_dockerdesktop,process,100,10,8,1000,0.622725,1605.846135
m1_dockerdesktop,process,100,10,9,1000,0.619178,1615.044679
m1_dockerdesktop,process,100,10,10,1000,0.577712,1730.967418
m1_dockerdesktop,process,100,50,1,1000,0.625023,1599.941655
m1_dockerdesktop,process,100,50,2,1000,0.648072,1543.037535
m1_dockerdesktop,process,100,50,3,1000,0.603931,1655.819556
m1_dockerdesktop,process,100,50,4,1000,0.631266,1584.117742
m1_dockerdesktop,process,100,50,5,1000,0.610483,1638.04837
m1_dockerdesktop,process,100,50,6,1000,0.604625,1653.916804
m1_dockerdesktop,process,100,50,7,1000,0.604342,1654.691868
m1_dockerdesktop,process,100,50,8,1000,0.615899,1623.643718
m1_dockerdesktop,process,100,50,9,1000,0.612437,1632.820454
m1_dockerdesktop,process,100,50,10,1000,1.608795,621.583106
m1_dockerdesktop,process,100,100,1,1000,0.771113,1296.826233
m1_dockerdesktop,process,100,100,2,1000,0.607657,1645.663881
m1_dockerdesktop,process,100,100,3,1000,0.648278,1542.548897
m1_dockerdesktop,process,100,100,4,1000,0.606563,1648.634385
m1_dockerdesktop,process,100,100,5,1000,0.621093,1610.064298
m1_dockerdesktop,process,100,100,6,1000,0.604335,1654.710922
m1_dockerdesktop,process,100,100,7,1000,0.618437,1616.978382
m1_dockerdesktop,process,100,100,8,1000,0.606388,1649.109491
m1_dockerdesktop,process,100,100,9,1000,0.625328,1599.160121
m1_dockerdesktop,process,100,100,10,1000,0.606076,1649.958772
m1_dockerdesktop,process,1024,10,1,1000,1.240982,805.813758
m1_dockerdesktop,process,1024,10,2,1000,1.21025,826.275591
m1_dockerdesktop,process,1024,10,3,1000,1.278337,782.26608
m1_dockerdesktop,process,1024,10,4,1000,1.259051,794.249028
m1_dockerdesktop,process,1024,10,5,1000,1.378365,725.497435
m1_dockerdesktop,process,1024,10,6,1000,1.258008,794.907347
m1_dockerdesktop,process,1024,10,7,1000,1.285353,777.996092
m1_dockerdesktop,process,1024,10,8,1000,1.439685,694.596227
m1_dockerdesktop,process,1024,10,9,1000,1.257214,795.409849
m1_dockerdesktop,process,1024,10,10,1000,1.233471,810.720262
m1_dockerdesktop,process,1024,50,1,1000,0.978557,1021.912921
m1_dockerdesktop,process,1024,50,2,1000,0.971587,1029.244172
m1_dockerdesktop,process,1024,50,3,1000,1.091535,916.141031
m1_dockerdesktop,process,1024,50,4,1000,1.007809,992.251426
m1_dockerdesktop,process,1024,50,5,1000,1.048179,954.035181
m1_dockerdesktop,process,1024,50,6,1000,0.996645,1003.366462
m1_dockerdesktop,process,1024,50,7,1000,0.993834,1006.204255
m1_dockerdesktop,process,1024,50,8,1000,1.044836,957.088154
m1_dockerdesktop,process,1024,50,9,1000,0.987157,1013.009704
m1_dockerdesktop,process,1024,50,10,1000,0.997589,1002.416827
m1_dockerdesktop,process,1024,100,1,1000,1.037245,964.092728
m1_dockerdesktop,process,1024,100,2,1000,1.184694,844.099529
m1_dockerdesktop,process,1024,100,3,1000,1.118723,893.876388
m1_dockerdesktop,process,1024,100,4,1000,1.008434,991.636169
m1_dockerdesktop,process,1024,100,5,1000,1.110976,900.109656
m1_dockerdesktop,process,1024,100,6,1000,1.070146,934.452335
m1_dockerdesktop,process,1024,100,7,1000,1.001705,998.297986
m1_dockerdesktop,process,1024,100,8,1000,0.971948,1028.861449
m1_dockerdesktop,process,1024,100,9,1000,1.121921,891.328025
m1_dockerdesktop,process,1024,100,10,1000,0.998692,1001.31013
m1_dockerdesktop,container,1,10,1,1000,0.71797,1392.816744
m1_dockerdesktop,container,1,10,2,1000,0.7356,1359.434862
m1_dockerdesktop,container,1,10,3,1000,0.734186,1362.051894
m1_dockerdesktop,container,1,10,4,1000,0.821836,1216.788518
m1_dockerdesktop,container,1,10,5,1000,0.747525,1337.748572
m1_dockerdesktop,container,1,10,6,1000,0.750197,1332.9835
m1_dockerdesktop,container,1,10,7,1000,0.789794,1266.153547
m1_dockerdesktop,container,1,10,8,1000,0.78273,1277.579209
m1_dockerdesktop,container,1,10,9,1000,1.202268,831.761391
m1_dockerdesktop,container,1,10,10,1000,0.834928,1197.708366
m1_dockerdesktop,container,1,50,1,1000,0.767874,1302.297627
m1_dockerdesktop,container,1,50,2,1000,0.939488,1064.409126
m1_dockerdesktop,container,1,50,3,1000,0.721611,1385.788668
m1_dockerdesktop,container,1,50,4,1000,0.95263,1049.725589
m1_dockerdesktop,container,1,50,5,1000,0.958399,1043.406311
m1_dockerdesktop,container,1,50,6,1000,0.76961,1299.360049
m1_dockerdesktop,container,1,50,7,1000,0.750217,1332.948037
m1_dockerdesktop,container,1,50,8,1000,0.690882,1447.425087
m1_dockerdesktop,container,1,50,9,1000,1.047426,954.721688
m1_dockerdesktop,container,1,50,10,1000,0.749899,1333.512913
m1_dockerdesktop,container,1,100,1,1000,0.729957,1369.943865
m1_dockerdesktop,container,1,100,2,1000,0.816202,1225.187277
m1_dockerdesktop,container,1,100,3,1000,0.772986,1293.683934
m1_dockerdesktop,container,1,100,4,1000,0.699502,1429.58882
m1_dockerdesktop,container,1,100,5,1000,0.731329,1367.372865
m1_dockerdesktop,container,1,100,6,1000,0.71312,1402.288863
m1_dockerdesktop,container,1,100,7,1000,0.703573,1421.315697
m1_dockerdesktop,container,1,100,8,1000,0.777353,1286.416026
m1_dockerdesktop,container,1,100,9,1000,0.700403,1427.749284
m1_dockerdesktop,container,1,100,10,1000,0.728005,1373.617255
m1_dockerdesktop,container,10,10,1,1000,0.753938,1326.368204
m1_dockerdesktop,container,10,10,2,1000,0.791011,1264.20499
m1_dockerdesktop,container,10,10,3,1000,0.789899,1265.984373
m1_dockerdesktop,container,10,10,4,1000,0.787286,1270.186506
m1_dockerdesktop,container,10,10,5,1000,0.718934,1390.948828
m1_dockerdesktop,container,10,10,6,1000,1.682874,594.221537
m1_dockerdesktop,container,10,10,7,1000,1.049943,952.432958
m1_dockerdesktop,container,10,10,8,1000,1.330509,751.592272
m1_dockerdesktop,container,10,10,9,1000,0.955044,1047.07204
m1_dockerdesktop,container,10,10,10,1000,0.812408,1230.908101
m1_dockerdesktop,container,10,50,1,1000,0.80894,1236.185626
m1_dockerdesktop,container,10,50,2,1000,1.097815,910.900116
m1_dockerdesktop,container,10,50,3,1000,0.888257,1125.800515
m1_dockerdesktop,container,10,50,4,1000,0.816672,1224.482236
m1_dockerdesktop,container,10,50,5,1000,0.748753,1335.553618
m1_dockerdesktop,container,10,50,6,1000,0.891296,1121.961676
m1_dockerdesktop,container,10,50,7,1000,0.809818,1234.845298
m1_dockerdesktop,container,10,50,8,1000,1.450505,689.415105
m1_dockerdesktop,container,10,50,9,1000,1.124993,888.894058
m1_dockerdesktop,container,10,50,10,1000,0.830107,1204.663492
m1_dockerdesktop,container,10,100,1,1000,0.916871,1090.665575
m1_dockerdesktop,container,10,100,2,1000,0.902618,1107.888694
m1_dockerdesktop,container,10,100,3,1000,0.867319,1152.978039
m1_dockerdesktop,container,10,100,4,1000,0.807666,1238.136014
m1_dockerdesktop,container,10,100,5,1000,0.756013,1322.729307
m1_dockerdesktop,container,10,100,6,1000,0.818302,1222.042158
m1_dockerdesktop,container,10,100,7,1000,0.880142,1136.180245
m1_dockerdesktop,container,10,100,8,1000,0.781654,1279.338088
m1_dockerdesktop,container,10,100,9,1000,0.768606,1301.057142
m1_dockerdesktop,container,10,100,10,1000,0.795746,1256.682804
m1_dockerdesktop,container,100,10,1,1000,0.906891,1102.667739
m1_dockerdesktop,container,100,10,2,1000,1.029953,970.918444
m1_dockerdesktop,container,100,10,3,1000,0.946771,1056.221155
m1_dockerdesktop,container,100,10,4,1000,0.962146,1039.343841
m1_dockerdesktop,container,100,10,5,1000,0.966989,1034.137882
m1_dockerdesktop,container,100,10,6,1000,1.015189,985.038375
m1_dockerdesktop,container,100,10,7,1000,1.087703,919.368756
m1_dockerdesktop,container,100,10,8,1000,1.073585,931.458473
m1_dockerdesktop,container,100,10,9,1000,1.047154,954.969488
m1_dockerdesktop,container,100,10,10,1000,0.951811,1050.628243
m1_dockerdesktop,container,100,50,1,1000,0.950978,1051.548622
m1_dockerdesktop,container,100,50,2,1000,1.029849,971.015825
m1_dockerdesktop,container,100,50,3,1000,0.964959,1036.313594
m1_dockerdesktop,container,100,50,4,1000,0.82989,1204.979277
m1_dockerdesktop,container,100,50,5,1000,0.929447,1075.908386
m1_dockerdesktop,container,100,50,6,1000,0.813226,1229.670222
m1_dockerdesktop,container,100,50,7,1000,0.817115,1223.817695
m1_dockerdesktop,container,100,50,8,1000,0.840012,1190.459596
m1_dockerdesktop,container,100,50,9,1000,0.864298,1157.008849
m1_dockerdesktop,container,100,50,10,1000,0.834814,1197.871023
m1_dockerdesktop,container,100,100,1,1000,0.898809,1112.582915
m1_dockerdesktop,container,100,100,2,1000,0.802977,1245.365489
m1_dockerdesktop,container,100,100,3,1000,0.806653,1239.690936
m1_dockerdesktop,container,100,100,4,1000,0.791102,1264.060234
m1_dockerdesktop,container,100,100,5,1000,0.873275,1145.114655
m1_dockerdesktop,container,100,100,6,1000,0.81015,1234.339065
m1_dockerdesktop,container,100,100,7,1000,0.821304,1217.576138
m1_dockerdesktop,container,100,100,8,1000,0.948265,1054.557441
m1_dockerdesktop,container,100,100,9,1000,1.126836,887.440914
m1_dockerdesktop,container,100,100,10,1000,0.835284,1197.197958
m1_dockerdesktop,container,1024,10,1,1000,5.215525,191.735246
m1_dockerdesktop,container,1024,10,2,1000,5.490487,182.133202
m1_dockerdesktop,container,1024,10,3,1000,5.14719,194.280771
m1_dockerdesktop,container,1024,10,4,1000,3.993971,250.377402
m1_dockerdesktop,container,1024,10,5,1000,4.81077,207.866939
m1_dockerdesktop,container,1024,10,6,1000,4.494783,222.480163
m1_dockerdesktop,container,1024,10,7,1000,4.627558,216.096713
m1_dockerdesktop,container,1024,10,8,1000,4.368221,228.92612
m1_dockerdesktop,container,1024,10,9,1000,5.30185,188.613401
m1_dockerdesktop,container,1024,10,10,1000,4.891062,204.454576
m1_dockerdesktop,container,1024,50,1,1000,4.317053,231.639523
m1_dockerdesktop,container,1024,50,2,1000,2.959953,337.843221
m1_dockerdesktop,container,1024,50,3,1000,2.960737,337.75377
m1_dockerdesktop,container,1024,50,4,1000,3.786067,264.126364
m1_dockerdesktop,container,1024,50,5,1000,3.885566,257.362782
m1_dockerdesktop,container,1024,50,6,1000,3.682805,271.53213
m1_dockerdesktop,container,1024,50,7,1000,5.511482,181.439409
m1_dockerdesktop,container,1024,50,8,1000,3.499052,285.791684
m1_dockerdesktop,container,1024,50,9,1000,3.718141,268.951599
m1_dockerdesktop,container,1024,50,10,1000,4.132338,241.993733
m1_dockerdesktop,container,1024,100,1,1000,3.610461,276.972979
m1_dockerdesktop,container,1024,100,2,1000,3.105835,321.974636
m1_dockerdesktop,container,1024,100,3,1000,3.440975,290.615281
m1_dockerdesktop,container,1024,100,4,1000,3.38891,295.080122
m1_dockerdesktop,container,1024,100,5,1000,3.535693,282.829956
m1_dockerdesktop,container,1024,100,6,1000,4.032961,247.956749
m1_dockerdesktop,container,1024,100,7,1000,3.682753,271.53602
m1_dockerdesktop,container,1024,100,8,1000,2.971414,336.540131
m1_dockerdesktop,container,1024,100,9,1000,3.830821,261.040669
m1_dockerdesktop,container,1024,100,10,1000,3.730829,268.036955
