platform,mode,payload_size_kb,concurrency_level,run_id,total_requests,total_time_s,throughput_req_per_sec
m1_dockerdesktop,process,1024,10,3,1000,1.624924,615.413524
m1_dockerdesktop,process,1024,10,4,1000,1.633162,612.309284
m1_dockerdesktop,process,1024,10,5,1000,1.641616,609.155964
m1_dockerdesktop,process,1024,10,6,1000,1.605479,622.867102
m1_dockerdesktop,process,1024,10,7,1000,1.622048,616.504567
m1_dockerdesktop,process,1024,10,8,1000,1.635065,611.596528
m1_dockerdesktop,process,1024,10,9,1000,1.633418,612.212975
m1_dockerdesktop,process,1024,10,10,1000,1.616924,618.458099
m1_dockerdesktop,process,1024,50,1,1000,1.344271,743.897645
m1_dockerdesktop,process,1024,50,2,1000,1.368905,730.511039
m1_dockerdesktop,process,1024,50,3,1000,1.412731,707.848819
m1_dockerdesktop,process,1024,50,4,1000,1.33101,751.309203
m1_dockerdesktop,process,1024,50,5,1000,1.336427,748.263631
m1_dockerdesktop,process,1024,50,6,1000,1.34218,745.056573
m1_dockerdesktop,process,1024,50,7,1000,1.359302,735.671939
m1_dockerdesktop,process,1024,50,8,1000,1.337806,747.492397
m1_dockerdesktop,process,1024,50,9,1000,1.401887,713.324403
m1_dockerdesktop,process,1024,50,10,1000,1.349488,741.021597
m1_dockerdesktop,process,1024,100,1,1000,1.302791,767.582557
m1_dockerdesktop,process,1024,100,2,1000,1.312423,761.949608
m1_dockerdesktop,process,1024,100,3,1000,1.311852,762.281353
m1_dockerdesktop,process,1024,100,4,1000,1.317849,758.812133
m1_dockerdesktop,process,1024,100,5,1000,1.311901,762.252737
m1_dockerdesktop,process,1024,100,6,1000,1.31991,757.627653
m1_dockerdesktop,process,1024,100,7,1000,1.311736,762.348642
m1_dockerdesktop,process,1024,100,8,1000,1.326248,754.006697
m1_dockerdesktop,process,1024,100,9,1000,1.31145,762.51504
m1_dockerdesktop,process,1024,100,10,1000,1.318502,758.436564
m1_dockerdesktop,container,1,10,1,1000,0.743958,1344.162729
m1_dockerdesktop,container,1,10,2,1000,0.751373,1330.897716
m1_dockerdesktop,container,1,10,3,1000,0.762454,1311.555249
m1_dockerdesktop,container,1,10,4,1000,0.740059,1351.244453
m1_dockerdesktop,container,1,10,5,1000,0.764106,1308.719448
m1_dockerdesktop,container,1,10,6,1000,0.791879,1262.819724
m1_dockerdesktop,container,1,10,7,1000,0.750514,1332.420478
m1_dockerdesktop,container,1,10,8,1000,0.756839,1321.284976
m1_dockerdesktop,container,1,10,9,1000,0.77206,1295.235771
m1_dockerdesktop,container,1,10,10,1000,0.746551,1339.492692
m1_dockerdesktop,container,1,50,1,1000,0.746963,1338.753799
m1_dockerdesktop,container,1,50,2,1000,0.750539,1332.375799
m1_dockerdesktop,container,1,50,3,1000,0.71729,1394.136587
m1_dockerdesktop,container,1,50,4,1000,0.763086,1310.467853
m1_dockerdesktop,container,1,50,5,1000,0.727538,1374.498731
m1_dockerdesktop,container,1,50,6,1000,0.714163,1400.240889
m1_dockerdesktop,container,1,50,7,1000,0.766927,1303.904358
m1_dockerdesktop,container,1,50,8,1000,0.742405,1346.974064
m1_dockerdesktop,container,1,50,9,1000,0.738799,1353.548276
m1_dockerdesktop,container,1,50,10,1000,0.770342,1298.124658
m1_dockerdesktop,container,1,100,1,1000,0.746357,1339.841314
m1_dockerdesktop,container,1,100,2,1000,0.721724,1385.570976
m1_dockerdesktop,container,1,100,3,1000,0.745652,1341.107285
m1_dockerdesktop,container,1,100,4,1000,0.725526,1378.309723
m1_dockerdesktop,container,1,100,5,1000,0.740238,1350.917324
m1_dockerdesktop,container,1,100,6,1000,0.762156,1312.067561
m1_dockerdesktop,container,1,100,7,1000,0.780785,1280.761763
m1_dockerdesktop,container,1,100,8,1000,0.746966,1338.748421
m1_dockerdesktop,container,1,100,9,1000,0.725627,1378.118747
m1_dockerdesktop,container,1,100,10,1000,0.766642,1304.390431
m1_dockerdesktop,container,10,10,1,1000,0.801936,1246.982172
m1_dockerdesktop,container,10,10,2,1000,0.797955,1253.203437
m1_dockerdesktop,container,10,10,3,1000,0.781329,1279.871398
m1_dockerdesktop,container,10,10,4,1000,0.761418,1313.338342
m1_dockerdesktop,container,10,10,5,1000,0.776671,1287.54612
m1_dockerdesktop,container,10,10,6,1000,0.816773,1224.330507
m1_dockerdesktop,container,10,10,7,1000,0.75712,1320.794007
m1_dockerdesktop,container,10,10,8,1000,0.749796,1333.695579
m1_dockerdesktop,container,10,10,9,1000,0.800918,1248.567074
m1_dockerdesktop,container,10,10,10,1000,0.742667,1346.497742
m1_dockerdesktop,container,10,50,1,1000,0.735226,1360.126233
m1_dockerdesktop,container,10,50,2,1000,0.764884,1307.3885
m1_dockerdesktop,container,10,50,3,1000,0.754067,1326.141521
m1_dockerdesktop,container,10,50,4,1000,0.760745,1314.500485
m1_dockerdesktop,container,10,50,5,1000,0.756865,1321.239514
m1_dockerdesktop,container,10,50,6,1000,0.736553,1357.675934
m1_dockerdesktop,container,10,50,7,1000,0.766805,1304.112519
m1_dockerdesktop,container,10,50,8,1000,0.71755,1393.630135
m1_dockerdesktop,container,10,50,9,1000,0.727795,1374.013207
m1_dockerdesktop,container,10,50,10,1000,0.79075,1264.622394
m1_dockerdesktop,container,10,100,1,1000,0.731591,1366.883956
m1_dockerdesktop,container,10,100,2,1000,0.746471,1339.637444
m1_dockerdesktop,container,10,100,3,1000,0.759467,1316.712182
m1_dockerdesktop,container,10,100,4,1000,0.760581,1314.784212
m1_dockerdesktop,container,10,100,5,1000,0.749409,1334.385719
m1_dockerdesktop,container,10,100,6,1000,0.735539,1359.546832
m1_dockerdesktop,container,10,100,7,1000,0.768716,1300.870823
m1_dockerdesktop,container,10,100,8,1000,0.732061,1366.005607
m1_dockerdesktop,container,10,100,9,1000,0.73609,1358.529912
m1_dockerdesktop,container,10,100,10,1000,0.753201,1327.667144
m1_dockerdesktop,container,100,10,1,1000,0.928611,1076.877475
m1_dockerdesktop,container,100,10,2,1000,0.893086,1119.712525
m1_dockerdesktop,container,100,10,3,1000,0.890713,1122.696351
m1_dockerdesktop,container,100,10,4,1000,0.890571,1122.875362
m1_dockerdesktop,container,100,10,5,1000,1.044232,957.641406
m1_dockerdesktop,container,100,10,6,1000,0.880016,1136.34276
m1_dockerdesktop,container,100,10,7,1000,0.900393,1110.626754
m1_dockerdesktop,container,100,10,8,1000,0.966277,1034.899752
m1_dockerdesktop,container,100,10,9,1000,0.914156,1093.905796
m1_dockerdesktop,container,100,10,10,1000,0.90477,1105.253013
m1_dockerdesktop,container,100,50,1,1000,0.834529,1198.280886
m1_dockerdesktop,container,100,50,2,1000,0.80773,1238.037911
m1_dockerdesktop,container,100,50,3,1000,0.849626,1176.98829
m1_dockerdesktop,container,100,50,4,1000,0.849349,1177.37197
m1_dockerdesktop,container,100,50,5,1000,0.85712,1166.697608
m1_dockerdesktop,container,100,50,6,1000,0.886068,1128.581022
m1_dockerdesktop,container,100,50,7,1000,0.826333,1210.166001
m1_dockerdesktop,container,100,50,8,1000,0.821916,1216.669898
m1_dockerdesktop,container,100,50,9,1000,0.951135,1051.374956
m1_dockerdesktop,container,100,50,10,1000,0.824808,1212.402698
m1_dockerdesktop,container,100,100,1,1000,0.793231,1260.666685
m1_dockerdesktop,container,100,100,2,1000,0.834356,1198.529165
m1_dockerdesktop,container,100,100,3,1000,0.829823,1205.076202
m1_dockerdesktop,container,100,100,4,1000,0.794451,1258.731268
m1_dockerdesktop,container,100,100,5,1000,0.836441,1195.541169
m1_dockerdesktop,container,100,100,6,1000,0.801667,1247.400859
m1_dockerdesktop,container,100,100,7,1000,0.838066,1193.223742
m1_dockerdesktop,container,100,100,8,1000,0.8469,1180.77759
m1_dockerdesktop,container,100,100,9,1000,0.843268,1185.86221
m1_dockerdesktop,container,100,100,10,1000,0.800221,1249.654328
m1_dockerdesktop,container,1024,10,1,1000,5.456578,183.265055
m1_dockerdesktop,container,1024,10,2,1000,4.189632,238.68445
m1_dockerdesktop,container,1024,10,3,1000,4.315798,231.706866
m1_dockerdesktop,container,1024,10,4,1000,3.870094,258.391637
m1_dockerdesktop,container,1024,10,5,1000,4.33324,230.774224
m1_dockerdesktop,container,1024,10,6,1000,4.177736,239.364079
m1_dockerdesktop,container,1024,10,7,1000,3.598222,277.915063
m1_dockerdesktop,container,1024,10,8,1000,4.0544,246.64565
m1_dockerdesktop,container,1024,10,9,1000,3.839813,260.429377
m1_dockerdesktop,container,1024,10,10,1000,3.97777,251.397134
m1_dockerdesktop,container,1024,50,1,1000,3.697402,270.460186
m1_dockerdesktop,container,1024,50,2,1000,3.465546,288.554795
m1_dockerdesktop,container,1024,50,3,1000,3.642723,274.519947
m1_dockerdesktop,container,1024,50,4,1000,4.04734,247.075842
m1_dockerdesktop,container,1024,50,5,1000,3.68971,271.023982
m1_dockerdesktop,container,1024,50,6,1000,4.81266,207.785312
m1_dockerdesktop,container,1024,50,7,1000,3.65286,273.758081
m1_dockerdesktop,container,1024,50,8,1000,5.519628,181.17163
m1_dockerdesktop,container,1024,50,9,1000,4.236091,236.066667
m1_dockerdesktop,container,1024,50,10,1000,4.350123,229.87856
m1_dockerdesktop,container,1024,100,1,1000,3.101917,322.381293
m1_dockerdesktop,container,1024,100,2,1000,3.211006,311.428847
m1_dockerdesktop,container,1024,100,3,1000,4.005651,249.647306
m1_dockerdesktop,container,1024,100,4,1000,4.36237,229.233196
m1_dockerdesktop,container,1024,100,5,1000,4.099532,243.930278
m1_dockerdesktop,container,1024,100,6,1000,4.273719,233.988248
m1_dockerdesktop,container,1024,100,7,1000,3.289791,303.970712
m1_dockerdesktop,container,1024,100,8,1000,3.174313,315.028783
m1_dockerdesktop,container,1024,100,9,1000,3.749417,266.708134
m1_dockerdesktop,container,1024,100,10,1000,3.538564,282.600483
